NDC/SKU,Manufacturer,Name,Lot number,Quantity ordered,Quantity in stock,Cost,Price,Expiration date,Generic for,Created on
"350SR","DeRoyal","Wrist and Thumb Splint, Tritex, Small, Right","46508184","1","1","0","0","12/2999","","09/20/2023 3:44 PM"
"350XLL","DeRoyal","Wrist and Thumb Splint, Tritex, XL, Left","47141759","5","5","0","0","01/2999","","08/16/2023 11:29 AM"
"350XLL","DeRoyal","Wrist and Thumb Splint, Tritex, XL, Left","47087369","3","3","0","0","12/2999","","09/20/2023 3:35 PM"
"350XLL","DeRoyal","Wrist and Thumb Splint, Tritex, XL, Left","45717831","1","1","0","0","12/2999","","09/20/2023 3:36 PM"
"350XLL","DeRoyal","Wrist and Thumb Splint, Tritex, XL, Left","49258045","2","2","0","0","12/2999","","09/20/2023 3:36 PM"
"350XLL","DeRoyal","Wrist and Thumb Splint, Tritex, XL, Left","43163141","2","2","0","0","12/2999","","09/20/2023 3:37 PM"
"350XLL","DeRoyal","Wrist and Thumb Splint, Tritex, XL, Left","48749230","2","2","0","0","12/2999","","09/20/2023 3:37 PM"
"350XLL","DeRoyal","Wrist and Thumb Splint, Tritex, XL, Left","46463166","7","7","0","0","12/2999","","09/20/2023 3:38 PM"
"350XLL","DeRoyal","Wrist and Thumb Splint, Tritex, XL, Left","43685337","1","1","0","0","12/2999","","09/20/2023 3:39 PM"
"350XLL","DeRoyal","Wrist and Thumb Splint, Tritex, XL, Left","44811761","1","1","0","0","12/2999","","09/20/2023 3:39 PM"
"350XLR","DeRoyal","Wrist and Thumb Split, Tritex, XL, Right","43741802","2","2","0","0","01/2999","","08/16/2023 11:15 AM"
"350XLR","DeRoyal","Wrist and Thumb Split, Tritex, XL, Right","48803890","1","1","0","0","01/2999","","08/16/2023 11:16 AM"
"350XLR","DeRoyal","Wrist and Thumb Split, Tritex, XL, Right","48457886","1","1","0","0","12/2999","","09/20/2023 3:50 PM"
"350XLR","DeRoyal","Wrist and Thumb Split, Tritex, XL, Right","46886361","2","2","0","0","12/2999","","09/20/2023 3:50 PM"
"350XLR","DeRoyal","Wrist and Thumb Split, Tritex, XL, Right","43741802","1","1","0","0","12/2999","","09/20/2023 3:51 PM"
"350XLR","DeRoyal","Wrist and Thumb Split, Tritex, XL, Right","48803890","1","1","0","0","12/2999","","09/20/2023 3:51 PM"
"350XLR","DeRoyal","Wrist and Thumb Split, Tritex, XL, Right","44811770","2","2","0","0","12/2999","","09/20/2023 3:52 PM"
"TX9903-10","DeRoyal","Wrist Splint II with Loop Lock, XL, Left","44505457","6","6","0","0","01/2999","","08/16/2023 12:21 PM"
"1040115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Large, Right","50772287","1","1","0","0","01/2999","","08/16/2023 12:06 PM"
"1080115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Medium, Left","51873371","7","7","0","0","01/2999","","08/16/2023 12:18 PM"
"1080115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Medium, Left","51551718","2","2","0","0","12/2999","","09/21/2023 11:37 AM"
"1030115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Medium, Right","50774434","4","3","0","0","01/2999","","08/16/2023 12:13 PM"
"1030115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Medium, Right","51363602","2","2","0","0","12/2999","","09/21/2023 11:46 AM"
"1070115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Left","44890560","2","2","0","0","01/2999","","08/16/2023 12:45 PM"
"1070115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Left","48144556","8","8","0","0","01/2999","","08/16/2023 12:45 PM"
"1070115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Left","42865205","3","3","0","0","12/2999","","09/21/2023 11:35 AM"
"1070115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Left","48843568","1","1","0","0","12/2999","","09/21/2023 11:35 AM"
"1070115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Left","50992773","2","2","0","0","12/2999","","09/21/2023 11:36 AM"
"1020115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Right","47899244","3","3","0","0","01/2999","","08/16/2023 12:15 PM"
"1020115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Right","45222555","3","3","0","0","01/2999","","08/16/2023 12:15 PM"
"1020115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Right","43598102","1","1","0","0","01/2999","","08/16/2023 12:16 PM"
"1020115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Right","47002476","1","1","0","0","12/2999","","09/21/2023 11:43 AM"
"1020115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Right","42544647","1","1","0","0","12/2999","","09/21/2023 11:43 AM"
"1020115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Right","50774670","1","1","0","0","12/2999","","09/21/2023 11:44 AM"
"1020115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Right","51765134","1","1","0","0","12/2999","","09/21/2023 11:44 AM"
"1020115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Right","45693795","1","1","0","0","12/2999","","09/21/2023 11:45 AM"
"1020115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, Small, Right","51211799","1","1","0","0","12/2999","","09/21/2023 11:45 AM"
"1100115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Left","44656811","1","1","0","0","01/2999","","08/16/2023 12:19 PM"
"1100115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Left","50831291","1","1","0","0","01/2999","","08/16/2023 12:19 PM"
"1100115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Left","47682512","2","2","0","0","01/2999","","08/16/2023 12:20 PM"
"1100115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Left","47583371","2","2","0","0","12/2999","","09/21/2023 11:39 AM"
"1100115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Left","44656811","1","1","0","0","12/2999","","09/21/2023 11:40 AM"
"1050115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Right","45476096","3","3","0","0","01/2999","","08/16/2023 12:47 PM"
"1050115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Right","48665079","1","1","0","0","01/2999","","08/16/2023 12:47 PM"
"1050115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Right","51636551","1","1","0","0","01/2999","","08/16/2023 12:48 PM"
"1050115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Right","47934476","1","1","0","0","01/2999","","08/16/2023 12:48 PM"
"1050115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Right","45692522","1","1","0","0","12/2999","","09/21/2023 11:48 AM"
"1050115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Right","46035920","2","2","0","0","12/2999","","09/21/2023 11:49 AM"
"1050115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Right","48860763","1","1","0","0","12/2999","","09/21/2023 11:49 AM"
"1050115","DeRoyal","Wrist Splint, Canvas with Metal Stays and Wrist Strap, XL, Right","50831523","2","2","0","0","12/2999","","09/21/2023 11:50 AM"
"1080025","DeRoyal","Wrist/Forarm Splint, Canvas with Metal Loops and Wrist Strap, Medium, Left","45273521","1","1","0","0","01/2999","","08/16/2023 11:51 AM"
"1080025","DeRoyal","Wrist/Forarm Splint, Canvas with Metal Loops and Wrist Strap, Medium, Left","50430105","3","3","0","0","12/2999","","09/20/2023 4:04 PM"
"1070025","DeRoyal","Wrist/Forearm Splint, Canvas with Metal Stay and Wrist Strap, Small, Left","44922672","3","3","0","0","01/2999","","08/16/2023 11:47 AM"
"1070025","DeRoyal","Wrist/Forearm Splint, Canvas with Metal Stay and Wrist Strap, Small, Left","50589491","1","1","0","0","12/2999","","09/20/2023 3:59 PM"
"1090025","DeRoyal","Wrist/Forearm Splint, Canvas with Metal Stays and Wrist Strap, Large, Left","50769977","1","1","0","0","01/2999","","08/16/2023 11:54 AM"
"1090025","DeRoyal","Wrist/Forearm Splint, Canvas with Metal Stays and Wrist Strap, Large, Left","44969198","1","1","0","0","01/2999","","08/16/2023 11:55 AM"
"1090025","DeRoyal","Wrist/Forearm Splint, Canvas with Metal Stays and Wrist Strap, Large, Left","44333991","3","3","0","0","12/2999","","09/20/2023 4:05 PM"
"1090025","DeRoyal","Wrist/Forearm Splint, Canvas with Metal Stays and Wrist Strap, Large, Left","42865029","1","1","0","0","12/2999","","09/20/2023 4:06 PM"
"1020025","DeRoyal","Wrist/Forearm Splint, Canvas with Metal Stays and Wrist Strap, Small, Right","45334362","3","3","0","0","01/2999","","08/16/2023 11:44 AM"
"1050025","DeRoyal","Wrist/Forearm Splint, Canvas with Metal Stays and Wrist Strap, XL, Right","50558272","4","4","0","0","01/2999","","08/16/2023 11:34 AM"
"1050025","DeRoyal","Wrist/Forearm Splint, Canvas with Metal Stays and Wrist Strap, XL, Right","45232489","3","3","0","0","12/2999","","09/20/2023 4:19 PM"
"1131LLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, Large","42606254","1","1","0","0","01/2999","","08/16/2023 11:53 AM"
"1131LLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, Large","44540957","1","1","0","0","01/2999","","08/16/2023 11:53 AM"
"1131LLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, Large","44337545","1","1","0","0","12/2999","","09/20/2023 4:05 PM"
"1131LMPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, Medium","44337502","2","2","0","0","01/2999","","08/16/2023 11:50 AM"
"1131LMPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, Medium","44337473","1","1","0","0","12/2999","","09/20/2023 4:02 PM"
"1131LMPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, Medium","44999320","1","1","0","0","12/2999","","09/20/2023 4:03 PM"
"1131LSPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, Small","45223224","2","2","0","0","01/2999","","08/16/2023 11:48 AM"
"1131LSPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, Small","42150550","2","2","0","0","12/2999","","09/20/2023 4:00 PM"
"1131LSPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, Small","42502295","1","1","0","0","12/2999","","09/20/2023 4:01 PM"
"1131LSPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, Small","44337457","1","1","0","0","12/2999","","09/20/2023 4:02 PM"
"1131LXLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, XL","41871857","3","3","0","0","01/2999","","08/16/2023 11:56 AM"
"1131LXLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, XL","45617135","1","1","0","0","01/2999","","08/16/2023 11:56 AM"
"1131LXLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, XL","44337561","2","2","0","0","01/2999","","08/16/2023 11:57 AM"
"1131LXLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, XL","44378321","2","2","0","0","01/2999","","08/16/2023 11:57 AM"
"1131LXLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, XL","44723534","1","1","0","0","12/2999","","09/20/2023 4:08 PM"
"1131LXLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Left, XL","41088598","1","1","0","0","12/2999","","09/20/2023 4:08 PM"
"1131RLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, Large","45105818","1","1","0","0","01/2999","","08/16/2023 11:37 AM"
"1131RLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, Large","46112403","1","1","0","0","01/2999","","08/16/2023 11:38 AM"
"1131RLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, Large","42215860","1","1","0","0","12/2999","","09/20/2023 4:17 PM"
"1131RLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, Large","45721223","1","1","0","0","12/2999","","09/20/2023 4:18 PM"
"1131RMPP","Premier Pro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, Medium","44401594","3","2","0","0","01/2999","","08/16/2023 11:33 AM"
"1131RMPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, Medium","45105800","1","1","0","0","01/2999","","08/16/2023 11:42 AM"
"1131RSPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, Small","44337262","5","5","0","0","01/2999","","08/16/2023 11:46 AM"
"1131RSPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, Small","45223179","1","1","0","0","01/2999","","08/16/2023 11:46 AM"
"1131RSPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, Small","42215835","1","1","0","0","12/2999","","09/20/2023 4:15 PM"
"1131RSPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, Small","41390666","1","1","0","0","12/2999","","09/20/2023 4:16 PM"
"1131RXLPP","Premier Pro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, XL","443373393","1","1","0","0","01/2999","","08/16/2023 11:35 AM"
"1131RXLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, XL","46112446","2","2","0","0","01/2999","","08/16/2023 11:35 AM"
"1131RXLPP","PremierPro","Wrist/Forearm Splint, Canvas, 11"", Blue, Hook & Loop, Right, XL","46112438","1","1","0","0","12/2999","","09/20/2023 4:20 PM"
"1030025","DeRoyal","Wrist/Forearm Splint, Right, Medium, Canvas with Metal Stays and Wrist Strap","50655494","1","1","0","0","01/2999","","08/16/2023 11:42 AM"
"1030025","DeRoyal","Wrist/Forearm Splint, Right, Medium, Canvas with Metal Stays and Wrist Strap","1030025","1","1","0","0","12/2999","","09/20/2023 4:16 PM"
